PLANTID,apple_id,ACCID,origin,species,use,country,world,release_year,acidity_16_stor,brix_16_stor,weight_avg_16_stor,firmness_avg_16_stor,brix_acid_16_stor,acidity_16_harv,juiciness_16_harv,date_jul_16_harv,weight_avg_16_harv,brix_avg_16_harv,firmness_avg_16_harv,flowering_jul_16_harv,precocity_16_harv,brix_acid_16_harv,time_ripen_16_harv,percent_acidity_16,percent_brix_16,percent_weight_16,percent_firmness_avg_16,percent_brix_acid_16,acidity_17_stor,brix_17_stor,weight_avg_17_stor,firmness_avg_17_stor,brix_acid_17_stor,brix_17_harv,acidity_17_harv,date_jul_17_harv,firmness_avg_17_harv,weight_avg_17_harv,brix_acid_17_harv,percent_acidity_17,percent_brix_17,percent_weight_avg_17,percent_firmness_avg_17,percent_brix_acid_17,tpc,frap,time_ripen_2017
Mleevskaya Crasavitsa,962,17985,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.538764819112,1.56774187754448,NA,NA,NA,NA,NA,NA,NA,8.2946,14.7,191.146,5.982,1.77223735924577,12.0447727446196,10.7256668990821,281.583582074857,9.28563120822743,259.344500936148,1.03478039822798,-22.6658810305786,22.0446438606863,-26.2964900701476,-35.5778851662802,71.2670014121504,NA,NA,127.78315446113
MN1797,71,NA,Kentville,domestica,dessert,Canada,new,NA,2.5862,13.7,187.719,4.9084,5.29734745959323,3.45497585045717,14.0194736145358,309.30217986977,181.448370842284,12.5842638929997,6.28628239102965,151.801061125238,1.2857918471715,3.68530950235993,157.368335407529,-25.1456417659826,8.86612134398225,3.45587514983338,-21.918875184415,43.7422679479434,6.2243,13.2,184.573,5.1882,2.12860713162191,13.4805132963569,7.70750268245452,265.061120083236,8.24668492077593,201.756440850121,1.77529916941394,-19.243622007825,-2.08087993528191,-8.51692306709855,-37.0874472610281,19.9013196364308,2.57312312697429,2.14961888921073,113.055492995793
MN1802,233,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.717947054131,1.97334905383615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5441135010437,4.53374008052856,268.009382924241,6.36735178285403,157.500236172174,2.43846341785326,NA,NA,NA,NA,NA,NA,NA,NA
MN1839,36,NA,Kentville,domestica,dessert,Canada,new,NA,2.8006,13.2,151.839,4.9732,4.71327572663001,3.71820541935198,15.3392394782753,306.403233224841,196.970690877696,12.2278089790978,7.36698909826484,153.717947054131,1.00633674501275,3.39310651142032,152.575147670145,-24.6787177108655,7.95065593978497,-22.9128966734038,-32.4934524313149,38.907390934129,4.288,12.8,155.3,5.4346,2.98507462686567,12.6417738202017,4.69655264423264,261.325168480482,9.07770902966554,148.233779817186,2.71352737490892,-8.69898998650302,1.25161375332831,4.76694326457078,-40.1324719459505,10.0071683251718,2.24751159680622,3.20038220744701,NA
MN1849,241,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,4.79458660233809,11.24277710777,287.042314775046,169.15561702984,13.421193162842,4.20909083675189,151.906369452382,1.29548373955552,2.76962048015161,134.945632279593,NA,NA,NA,NA,NA,5.1054,11.8,NA,NA,2.3112782543973,12.4084328560641,6.46762811599068,253.603764762264,6.39620216833234,202.645713954671,1.94875038515453,-21.0622517491796,-4.90338194292403,NA,NA,18.6030941676516,3.28777856760258,2.31231618136769,101.678263324793
Moira,12,24866,Kentville,domestica,dessert,Canada,new,1978,5.762,12.8,79.3075,3.962875,2.22145088510934,6.79303411224663,13.9000660444598,297.386955518326,104.61738028373,12.5877975599262,5.25638275824772,152.992542803557,1.01544414545522,1.80189493429407,144.465377604295,-15.1778144377026,1.68577893840108,-24.1928064104528,-24.6083251113723,23.2841517465967,7.0216,11.9,112.128,4.2076,1.69477042269568,11.0937697287779,10.1858648011045,271.508590485231,8.34205311187822,134.427269763877,1.12344256200196,-31.0652542802393,7.26741487278838,-16.5883527970522,-49.5615774250009,50.8551019889812,5.00988224078171,5.3201147037831,118.536695599895
Mollie's Delicious,177,6585,USDA,domestica,dessert,United States,new,1966,NA,NA,NA,NA,NA,4.14286548468277,14.8232825903875,263.453523077942,185.051798792046,11.8997808320339,6.47544480611189,154.174424202698,1.45382427325508,3.01823442170762,109.538235204074,NA,NA,NA,NA,NA,0.9514,11.5,NA,NA,12.0874500735758,11.661810935806,4.25602880575325,250.413619990201,6.80466468153376,255.193500747255,2.84625124389752,-77.6458279907808,-1.3875283752816,NA,NA,324.679658884359,5.04406420383304,4.81614020435753,96.2678231335255
Monmouth Beauty,1016,7679,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,2.4057514260711,2.9856725701306,274.883518562886,188.236597834995,10.4969319171777,6.1734561841541,152.967145724876,1.07113342479521,4.54521952756527,120.577284232063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5749896941402,13.5356838263857,243.737591308343,7.34934129238444,190.006544046508,0.986848179156761,NA,NA,NA,NA,NA,NA,NA,90.6635957904464
Montgomery,929,13118,USDA,domestica,dessert,United States,new,NA,8.6966,12.5,124.44,4.23644444444444,1.43734332957708,11.0476245901349,8.8341413247064,267.226939645233,164.752353127457,11.8888387936359,6.02378556766854,153.853753233429,1.68415443934225,1.22182239161428,113.371092779525,-21.2808153549522,5.14062993848697,-24.4684536288658,-29.6713935638296,17.6393017055492,6.7536,11.1,NA,NA,1.64356787491116,12.6256061008597,13.6821242847756,246.489777293046,6.07815738619317,210.966189740247,0.93724288141723,-50.6392438817788,-12.083428618574,NA,NA,75.3620014084158,2.34400029257553,2.76491252313579,92.4287210612717
Morden 363,916,12518,USDA,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,7.78342999439337,8.06089261064432,257.139552119791,171.98218407977,11.8653102286137,5.87760096796547,151.05204480961,0.987858713749369,1.54887794205421,105.208507337943,NA,NA,NA,NA,NA,6.164,9.9,NA,NA,1.60609993510707,10.6461945575649,6.8647163568667,242.288981621998,6.03175427454736,107.641608858316,1.56999929260345,-10.207506332957,-7.00902612224642,NA,NA,2.29940501716762,NA,NA,89.0392525404992
Mother,1109,8437,USDA,domestica,dessert,United States,new,NA,4.5158,13.6,174.021428571429,5.59,3.01164799149652,5.51820541935198,11.9392394782753,271.403233224841,180.070690877696,12.3389200902089,7.32198909826483,155.318964243605,1.50633674501275,2.28405301347793,117.575147670145,-18.1654241401853,10.2203426278105,-3.35938196092981,-23.654625471585,31.855433027392,4.288,12.7,176.726,4.2716,2.96175373134328,11.8581908715141,5.15449397830981,260.312683695199,7.8596018165081,149.709853195967,2.32119101826984,-16.8104566996495,7.09896760481486,18.0456704934908,-45.6511907380849,27.5962946621644,3.2891531982002,5.44994785399118,106.393351168681
Mottais,1078,140216,USDA,domestica,NA,France,old,NA,NA,17.3,42.255,5.8347,NA,NA,9.1356725701306,282.304643904039,62.2840025703932,12.3312789077723,6.10436563529858,154.204423655423,1.52074048811792,NA,127.564437366283,NA,40.2936396896834,-32.1575392457421,-4.41758655050468,NA,NA,NA,NA,NA,NA,10.928473684759,2.4298244014358,260.795115940996,10.7930725884031,56.8435678975879,4.98816189601719,NA,NA,NA,NA,NA,10.899907711375,10.8205152786099,106.733555269767
Mr. Prothero,1095,133128,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.861296284701,0.957664806968424,NA,NA,NA,NA,NA,NA,NA,5.0116,14.4,162.19,5.1336,2.8733338654322,12.9982348276315,NA,274.014840964848,8.3666018165081,139.544777624234,NA,NA,10.7842733337041,16.2279253737069,-38.6417554870256,NA,NA,NA,119.990834456129
Mucina,942,13819,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.085306621876,1.49731369619594,NA,NA,NA,NA,NA,NA,NA,4.7034,13.9,75.558,10.3082,2.95530892545818,14.0258037952261,12.2204842391438,253.027967792458,13.875208560926,85.0215992240934,1.10492031602983,-61.5121634465646,-0.896945352029798,-11.1308177103914,-25.7077833840355,167.468059242237,NA,NA,100.898483506124
Murray,84,17524,Kentville,domestica,dessert,Canada,new,1980,12.5156,11,166.618,6.0782,0.878903128895139,9.77366481355687,12.4586470483513,309.922997294874,171.744546044077,11.8415317279762,8.97071850838672,153.385235650428,0.981722697160483,1.23034437448182,156.525241409247,28.0543198354812,-7.10661211157371,-2.98498331513905,-32.2440003627637,-28.5644615341698,9.4068,11.9,198.596,5.0782,1.26504230981843,11.6154034714326,12.4298763288954,288.40308254621,8.82596766290248,182.715369760583,0.992582421788217,-24.3210491311787,2.45016481147081,8.69145833775551,-42.4629661703293,27.4495983456321,3.49227207173028,3.92430128530687,136.348819293391
Muscadet de Dieppe,990,17580,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.973279507051,2.97615130529514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9671307959225,1.98216129239987,255.54473453806,8.70408103488237,108.418567672298,6.07987184844891,NA,NA,NA,NA,NA,NA,NA,101.633169745826
Muz-alma,999,99624,USDA,domestica,dessert,Kazakhstan,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.538764819112,0.988784319428452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nanot,1070,139527,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.902283798909,1.04574342450101,NA,NA,NA,NA,NA,NA,NA,9.5274,9.4,126.028,5.4596,0.986628041228457,10.0940580416069,10.2638158316729,271.395713950122,8.90573101137949,133.778523649229,1.00631210813021,-7.17487378719725,-6.87590698157319,-5.79354849927263,-38.6956557185044,-1.95605982902533,NA,NA,115.369416628548
Narjadnoye Crysmskoye,1115,17948,USDA,domestica,dessert,Former Soviet Union,old,NA,3.1088,13.2,150.368,2.4319,4.24601132269686,5.1057514260711,6.17805461842728,310.296335961295,165.700900290467,12.0302652505111,4.93367760372097,154.306377018404,1.99637253115315,2.3788427159711,156.076313530456,-39.1118027382654,9.7232664877377,-9.25335967613274,-50.7081695373474,78.4906288335056,NA,NA,NA,NA,NA,10.7972606448744,6.98947068106635,266.736272670345,10.8472551507865,162.59920890463,1.53632865039541,NA,NA,NA,NA,NA,2.76771507002592,2.2223543384994,112.615184140429
Niedzwetzkyana,1302,104744,USDA,domestica,dessert,Kazakhstan,old,NA,NA,NA,NA,NA,NA,1.8057514260711,19.3392394782753,296.359767970353,121.932854158828,11.8969319171777,5.43887998312318,150.255753497151,1.99637253087135,6.98511722577499,146.265202237229,NA,NA,NA,NA,NA,2.0368,11.9,51.012,5.4352,5.84249803613511,10.0671538531622,4.28057570277276,247.205620456457,10.0614551507865,72.3057034444988,2.36982296581669,-52.4176152595396,18.206199821433,-29.4495488324011,-45.9799808422827,146.53732031505,NA,NA,97.2411805271645
Nitschners Erdbeerapfel,1034,136938,USDA,domestica,NA,Germany,old,NA,NA,NA,142.241428571429,4.156,NA,3.624962453291,5.28567257013061,280.693704119606,187.833742103011,12.2735445469826,5.64478521809579,151.966153913688,2.00048945297382,3.52012452390049,128.968010464525,NA,NA,-24.2726961732884,-26.3745237519952,NA,4.9848,11.2,203.784,3.9158,2.24683036430749,10.5506623812838,7.21197409188429,253.66470722012,9.06840252015658,200.929801714589,1.51708693253628,-30.881615262464,6.15447253689098,1.42049524811917,-56.8192965486893,48.1016226638521,NA,NA,101.657282719117
Nittany,994,3025,USDA,domestica,dessert,United States,new,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.902283798909,1.08121155985968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.74634226301196,6.98707901911314,267.466259419763,8.23555299309345,228.915267481273,1.36976368104188,NA,NA,NA,NA,NA,NA,NA,113.369416628548
Noel Deschamps,1026,151031,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.07066152277,1.48878431956935,NA,NA,NA,NA,NA,NA,NA,NA,13.2,40.118,6.2516,NA,9.46104862894022,2.63741699804368,278.660230727242,13.2040760051845,49.8377360651513,3.80195010692871,NA,39.5194181712878,-19.5027640349573,-52.65401382463,NA,NA,NA,124.761277710982
Norda,1118,17637,USDA,domestica,dessert,Canada,new,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.956852609163,1.03482848728954,NA,NA,NA,NA,NA,NA,NA,1.675,11.1,NA,NA,6.62686567164179,12.4189188431651,4.52708969328906,239.768495620449,8.29156935747273,114.4256376167,2.74424217208814,-63.0005121726876,-10.6202388454369,NA,NA,141.482538933483,NA,NA,89.5878150974061
Northern Lights,1079,24896,USDA,domestica,dessert,United States,new,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.567571870336,0.99965969643978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9114034680982,6.89733400508512,241.164719435614,6.19548356415893,175.11006778832,1.88918954925793,NA,NA,NA,NA,NA,NA,NA,87.3242022685282
Northern Spy,136,4166,USDA,domestica,dessert,United States,new,1840,6.1908,14,245.901,5.4012,2.26142017186793,6.96189775981512,16.612184677846,310.319635691988,266.382263582833,13.0180670160682,6.04209535018939,154.209789198787,2.65960909498088,1.84974782151091,157.028257490559,-11.0759707542099,7.54284781849564,-7.68867390319484,-10.6071704109949,22.2555931986857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48377958594499,4.48540271146323,NA
Notaire,1050,134828,USDA,domestica,NA,Belgium,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.091551908669,1.99707148594887,NA,NA,NA,NA,NA,NA,NA,4.6632,10.3,148.98,5.8454,2.20878366786756,9.68591984846984,5.42621798139568,260.930978535262,9.60177646462811,163.828189485705,1.83442054651478,-14.0616905552221,6.33992600741138,-9.06326898460939,-39.121682101913,20.4077043327951,NA,NA,108.820436151138
Nova Easygro,139,3626,USDA,domestica,dessert,Canada,new,1971,3.1892,12.5,104.145,4.6437,3.91947823905682,3.18379547188505,12.5500660444598,289.538831486079,134.414539254364,12.2319267922607,7.6865585351458,152.204818079684,1.46515595397244,4.04049835108471,137.348438737039,0.169751108784324,2.19158610325328,-22.5195424708352,-39.5867477133326,-2.99517785956777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32179048860285,4.74169357363875,NA
Novamac,79,NA,Kentville,domestica,dessert,Canada,new,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.02866005707,1.54411351208847,NA,NA,NA,NA,NA,NA,NA,6.1238,12.4,99.934,3.8516,2.02488650837715,12.5179745766114,11.3762762695464,254.11205865185,7.40690555824512,150.149672144934,1.07763698189083,-46.170435255752,-0.94244141405929,-33.4437441171784,-47.9998770105483,87.9006142517742,NA,NA,101.119561358499
Novinka,952,17984,USDA,domestica,dessert,Former Soviet Union,old,NA,5.5074,12.6,235.661,4.7123,2.2878309184007,6.1945018928077,17.3780546184273,309.409448454541,258.866214907378,11.2628956592912,8.66580219945627,154.070908964223,2.54411351209982,1.83794304297904,154.923249817381,-11.092124995643,11.8717635424934,-8.96417283177752,-45.6218836809399,24.4777920153857,4.7302,12.6,317.012,4.9052,2.66373514861951,9.14497725121007,5.77013750491196,285.488836326107,9.32530555824512,236.887537189646,1.51491368718974,-18.0227508274576,37.7805505020011,33.8238405282623,-47.3990426440988,75.8341198673111,5.16091748442348,5.87976557029882,131.482550144143
Nubeena,1035,229849,USDA,domestica,cider,Australia,new,NA,10.8942,13.1,99.282,8.59855555555556,1.20247471131428,11.8854208984432,10.0463147372647,311.734245685366,97.6676611124598,11.5936668014746,13.2331445648754,153.212615294737,1.01555798335825,0.939413162671296,159.763551389493,-8.33980476512224,12.9927245997255,1.65288988100305,-35.022582777652,28.0027531118414,10.7468,13.2,108.59,10.412,1.2282726020769,9.19946110240075,11.8219570257611,288.578292578954,13.4170170139879,132.736358498551,0.774216395867816,-9.09457734805021,43.4866657195305,-18.1912166129031,-22.3970574894183,58.6471958786321,4.0963031086583,3.95127999192816,135.409425678643
Nugget,1073,17000,USDA,domestica,cider,United States,new,1966,2.479,13.3,124.31,4.6333,5.36506655909641,4.66353585019735,16.0392394782753,309.793148967744,151.725997065901,12.8854271051262,5.62422705526845,153.962461856519,0.949328317504547,2.76442002841965,155.505728518383,-46.842908907946,3.21737798438107,-18.0694130182536,-17.6189020381068,94.0756652006853,NA,NA,NA,NA,NA,16.1305097652722,9.53387582634967,274.967902756344,9.84856782963233,150.740765603823,1.78572937880862,NA,NA,NA,NA,NA,3.93579009849588,3.55747020827403,121.096241447921
NY65707-19,38,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,4.98291375370918,15.5463147372647,290.381208036337,153.483802788494,11.5253874412649,7.11916169563736,153.746664095294,1.03278183018332,2.27614875012071,136.526383385749,NA,NA,NA,NA,NA,2.9346,11.2,139.008,4.9964,3.81653376950862,10.8707239574334,6.09065240149378,274.960036517539,8.44760856092598,120.600723630747,1.78809105460783,-51.81796946284,3.02901668606386,15.2629899847136,-40.8542670512621,113.441802064475,2.36814435571982,2.95630604812686,121.188929092979
NY74828,77,NA,Kentville,domestica,dessert,Canada,new,NA,6.767,13.7,125.177,4.3128,2.02453081129008,7.4691243163746,10.7839403018419,290.115577222592,176.635636421251,12.9346950768457,4.77061881079087,152.215698189549,0.964433483553129,1.71685033625597,137.973618862309,-9.40035654293943,5.91668314256798,-29.1326469923257,-9.59663366428081,17.9212170412644,6.7402,12.5,133.842,3.973,1.85454437553782,12.1912671336775,10.5292188106476,257.973908542135,8.50392434889243,146.287968716441,1.18246538274058,-35.9857542975171,2.53240998607641,-8.50785531144107,-53.2803934160415,56.8370966801222,1.23259698541063,2.12952134432731,105.990994519608
NY75413,78,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.855631791221,1.45983004909666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9716525307195,10.1924763327694,271.08425964243,8.62682647290985,340.42418912973,1.1925931236769,NA,NA,NA,NA,NA,NA,NA,117.087822265624
Obilnoye,1112,18022,USDA,domestica,dessert,Ukraine,old,NA,8.4554,12.9,103.67,5.0079,1.52565224590203,7.58291375370918,8.76089261064432,303.401688652356,128.155064383486,13.2476096634871,7.33178718336754,154.006243077237,1.53278183100419,1.66303563700757,148.888961519334,11.5059497526797,-2.62394252485547,-19.1058109964487,-31.6960534348211,-8.26100103018506,5.6816,13.3,132.696,5.5322,2.34088989017178,12.6564750324172,8.42137234162034,282.651147209945,8.49937743398234,160.084405226211,1.42118614819278,-32.5335614016229,5.08455131412602,-17.1087278536027,-34.9105267653949,64.7138126943132,2.95714850634872,3.46473761178228,128.683281923823
Odin,1002,208410,USDA,domestica,dessert,Netherlands,old,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.880370004473,0.957664807518843,NA,NA,NA,NA,NA,NA,NA,6.7402,9.9,89.142,4.2224,1.46879914542595,8.59823482763151,7.4007553818248,253.014840964848,7.4362018165081,86.8587776242342,1.18072978150843,-8.92551297462189,15.1399118361493,2.62866049720779,-43.2183242979444,24.3975690652521,NA,NA,98.9908344561289
Oekonomierat Echter-meyer,973,118171,USDA,domestica,crab,Germany,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.760625202737,1.27277532650989,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.83,7.055,NA,13.9724692515838,24.6017643474114,282.31508500231,14.2099646815338,17.9339554924815,0.521086056605622,NA,NA,66.332519407142,-50.3517414848459,NA,NA,NA,131.27471017947
Oelsen 2 x Hartmann-Muhle 1,165,652477,USDA,sylvestris,NA,Germany,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.956852609163,3.03482848728954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oetwiler Renette,1064,134396,USDA,domestica,dessert,Switzerland,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.163427212027,2.03476694126402,NA,NA,NA,NA,NA,NA,NA,2.0234,12.7,203.778,6.5798,6.27656419887318,9.73996616751147,3.69931994110392,285.512333927369,8.05145313545553,216.942344152343,2.63759585698816,-45.3034603058368,30.3905966569164,-6.06813031535173,-18.2781059604624,137.965349477016,NA,NA,132.547001063078
Ogden,1089,17005,USDA,domestica,dessert,United States,new,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.818956576131,3.53143694054663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oliver or Senator,924,23367,USDA,domestica,NA,United States,new,NA,3.5644,14.5,123.17,5.323625,4.06800583548423,4.96353585019735,8.9856725701306,310.414301837211,146.896996993523,14.2409826606818,6.04451815352347,152.915849203381,0.910677434294245,2.86922136924587,158.536697698681,-28.1882894054592,1.81881647839742,-16.1521320919645,-11.9263957062193,41.7808287324112,2.9212,12.3,80.602,6.1522,4.21059838422566,12.3115754953688,3.56476275119431,271.599764278347,11.3788868521071,120.26334662157,3.42812262334916,-18.0534525328143,-0.0940212353256762,-32.9787485012965,-45.933199969725,22.8251975453564,3.48002594745175,3.532910874398,118.620467932785
Oratia Beauty,1097,168846,USDA,domestica,dessert,New Zealand,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.168524897267,0.986993350884403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orei,931,168807,USDA,domestica,dessert,Japan,old,1948,4.69,14.6,116.23,6.4474,3.11300639658849,4.57096778532419,17.2608926106443,309.450129909605,139.538007688345,13.1715217910308,7.77324886596652,153.821551110795,1.00633674620054,2.75016529733341,154.959729979409,2.60409218060958,10.8452024878547,-16.7036982070168,-17.0565601182726,13.1934287588784,3.4572,12.9,116.268,6.384,3.73134328358209,9.9997922265776,4.88238188074301,275.056832860084,8.20725542308682,121.317127086281,2.0377342705321,-29.1902992341542,29.0026803328391,-4.1619243774954,-22.2151660829032,83.1123585416144,3.07107257755528,3.22006471138058,121.137077154527
Oriole,940,21877,USDA,domestica,dessert,United States,new,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.669043253993,1.40348060105863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orleans,1015,206778,USDA,domestica,dessert,United States,new,1924,3.7252,11,83.922,4.0228,2.95286159132396,3.15282773430604,17.9392394782753,311.168363652727,109.655204740866,10.2979455744389,7.01404588429515,152.336049291409,0.994618924317626,3.10157779437551,159.019934448884,18.1542511652621,6.81742217888302,-23.4673810528903,-42.6465114947811,-4.79485645406787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17339281363311,5.86431390828267,NA
Ortley,1067,13825,USDA,domestica,dessert,United States,new,NA,5.6012,13.3,130.65,NA,2.37449118046133,4.79525822987504,12.5732825903875,306.0810585917,135.75197058914,12.0753330796894,7.87832804284263,154.092024948417,1.56178685408896,2.4969529298423,151.88053618447,16.8070567108116,10.1418893560003,-3.7583031516952,NA,-4.90444765367301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45749982037588,2.20909645340024,NA
Oswego,926,7311,USDA,domestica,dessert,United States,new,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.538764819112,2.98958943738552,NA,NA,NA,NA,NA,NA,NA,10.4252,14.5,428.573333333333,5.36633333333333,1.39086060699075,10.1447727446196,12.1594668990821,288.583582074857,8.92223120822743,451.734500936149,0.744192269412297,-14.262688598733,42.9307522703281,-5.12716375544001,-39.8543569641539,86.8953312413658,NA,NA,134.78315446113
Ottawa 271,984,17483,USDA,domestica,cider,Canada,new,NA,NA,NA,NA,NA,NA,5.81264191840315,8.28774927769353,243.074738627507,129.265664991711,12.183544285313,3.89680862779811,151.069086521622,1.94864175824808,2.24073455381804,92.0988962646091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46938638459831,3.8778593885581,NA
Ottawa 274,920,19492,USDA,domestica,cider,Canada,new,NA,NA,NA,NA,NA,NA,9.7623420687773,8.17805461842727,241.346529897922,173.313115894175,12.2277774446311,5.38874322950482,151.89126212142,0.983601804821461,1.36200221149514,89.6446641588776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5201300244814,13.4759696971611,225.219279083808,5.21923120822743,222.471218142841,0.740645190362443,NA,NA,NA,NA,NA,3.52816680039022,3.79323179717253,73.2451112192548
Ottawa 292,934,14853,USDA,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,8.84777783605616,7.58774927769353,242.409344186205,173.101220768719,12.089773367829,5.98342822084802,151.934337258222,2.03278183124155,1.37891645007574,90.637741334122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3429712697686,9.37906439589654,232.528987633945,4.51320856092597,206.377656997501,1.30833978771393,NA,NA,NA,NA,NA,2.2180206258484,2.8704555903935,80.2719761562299
Ottawa 381,586,NA,Kentville,domestica,NA,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.055926323033,1.92569594962836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.98591984846984,8.52161798139568,260.930978535262,9.40577646462811,150.908189485705,1.22621097542702,NA,NA,NA,NA,NA,NA,NA,106.820436151138
Ottawa 4,1113,17413,USDA,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.898499373773,1.02319514664597,NA,NA,NA,NA,NA,NA,NA,4.5694,16.7,74.104,11.0474,3.65474679388979,12.717790299977,5.97223618526679,275.7222638212,12.4800755400857,77.2175888920337,2.17243054188049,-23.4892951609569,31.3121195277941,-4.03222754907195,-11.4797024704216,68.2330791909316,NA,NA,125.817466660233
Ottawa 533,695,NA,Kentville,domestica,NA,Canada,new,NA,6.6866,11.8,108.472,5.3413,1.76472347680435,7.31820541935199,17.0780546184273,257.888203769216,118.883992424853,11.7944756457645,5.20947187612524,151.982359670769,0.976151304377802,1.6384768817907,106.576265907932,-8.63060522572646,0.0468384894879548,-8.75811134239496,2.53054680031814,7.70511909058335,7.638,12.6,115.994,4.071,1.6496465043205,12.7990514356551,12.3597450232984,247.21905246538,7.44288103488238,107.813870065213,1.08229795662993,-38.2026086654523,-1.55520459196367,7.58727047812969,-45.3034385351514,52.4207353635948,2.87908254710995,2.63354751372501,95.0496520595828
Ottawa 546,970,17271,USDA,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.761561501797,1.55839530670868,NA,NA,NA,NA,NA,NA,NA,5.1992,14.6,148.3025,5.017,2.80812432681951,13.7332017117911,10.1562320109672,275.745462080596,9.74827258840315,182.696588122662,1.11289291173275,-48.8077862500025,6.31169851284337,-18.8257966260267,-48.5344715742933,152.326553365078,NA,NA,125.892794127239
